Taxon - Genus,Taxon - Species,CatNum,Locality Name,Field Coll Latitude from,Field Coll Longitude from,Field Coll Altitude from,Field Coll Date,Sex,Field Coll Habitat,Field Coll Specimen Category
Rattus,fuscipes,J20072,Gallangowan,26° 26' South,152° 20' East,,1-Aug-55,,,Spirit
Rattus,fuscipes,J20078,"Euramoo Ck, Danbulla, NE Atherton",17° 9' South,145° 37' East,,26-Aug-56,Male,,Spirit
Rattus,fuscipes,J20079,"Euramoo Ck, Danbulla, NE Atherton",17° 9' South,145° 37' East,,26-Aug-56,Male,,Spirit
Rattus,fuscipes,J20080,"Euramoo Ck, Danbulla, NE Atherton",17° 9' South,145° 37' East,,26-Aug-56,Male,,Spirit
Rattus,fuscipes,J20081,"Euramoo Ck, Danbulla, NE Atherton",17° 9' South,145° 37' East,,26-Aug-56,Male,,Spirit
Rattus,fuscipes,J20082,"Euramoo Ck, Danbulla, NE Atherton",17° 9' South,145° 37' East,,22-Aug-56,Male,,Spirit
Rattus,fuscipes,J20084,"Euramoo Ck, Danbulla, NE Atherton",17° 9' South,145° 37' East,,26-Aug-56,Female,,Spirit
Rattus,fuscipes,J20113,"Walsh Camp, 11.2km SW Atherton",17° 20' South,145° 25' East,,8-Aug-56,Male,,Spirit
Rattus,fuscipes,J20114,"Walsh Camp, 11.2km SW Atherton",17° 20' South,145° 25' East,,13-Aug-56,,,Spirit
Rattus,fuscipes,J20115,"Walsh Camp, 11.2km SW Atherton",17° 20' South,145° 25' East,,13-Aug-56,,,Spirit
Rattus,fuscipes,J20116,"Walsh Camp, 11.2km SW Atherton",17° 20' South,145° 25' East,,13-Aug-56,Male,,Spirit
Rattus,fuscipes,J20117,"Walsh Camp, Atherton",17° 19' South,145° 25' East,1036m,4-Aug-56,Male,,Spirit
Rattus,fuscipes,J20119,"Walsh Camp, 11.2km S Atherton",17° 20' South,145° 25' East,,8-Aug-56,Female,,Spirit
Rattus,fuscipes,J20136,Mt Spec,18° 57' South,146° 11' East,,9-Sep-58,Male,,Spirit
Rattus,fuscipes,J20137,Mt Spec,18° 57' South,146° 11' East,,8-Sep-58,Female,,Spirit
Rattus,fuscipes,J20138,Mt Spec,18° 57' South,146° 11' East,,8-Sep-58,Male,,Spirit
Rattus,fuscipes,J20139,Mt Spec,18° 57' South,146° 11' East,,8-Sep-58,Female,,Spirit
Rattus,fuscipes,J20140,Mt Spec,18° 57' South,146° 11' East,,8-Sep-58,Male,,Spirit
Rattus,fuscipes,J20141,Mt Spec,18° 57' South,146° 11' East,,9-Sep-58,Male,,Spirit
Rattus,fuscipes,J20142,Mt Spec,18° 57' South,146° 11' East,,8-Sep-58,Female,,Spirit
Rattus,fuscipes,J20143,Mt Spec,18° 57' South,146° 11' East,,9-Sep-58,Female,,Spirit
Rattus,fuscipes,J20144,Mt Spec,18° 57' South,146° 11' East,,10-Sep-58,Male,,Spirit
Rattus,fuscipes,J20151,Mt Spec,18° 57' South,146° 11' East,,10-Sep-58,Female,,Spirit
Rattus,fuscipes,J20152,Mt Spec,18° 57' South,146° 11' East,,10-Sep-58,Male,,Spirit
Rattus,fuscipes,J20153,Mt Spec,18° 57' South,146° 11' East,,10-Sep-58,Male,,Spirit
Rattus,fuscipes,J20154,Mt Spec,18° 57' South,146° 11' East,,7-Sep-58,Male,,Spirit
Rattus,fuscipes,J20155,Mt Spec,18° 57' South,146° 11' East,,10-Sep-58,Female,,Spirit
Rattus,fuscipes,J20156,Mt Spec,18° 57' South,146° 11' East,,7-Sep-58,Female,,Spirit
Rattus,fuscipes,J20157,Mt Spec,18° 57' South,146° 11' East,,7-Sep-58,Female,,Spirit
Rattus,fuscipes,J20158,Mt Spec,18° 57' South,146° 11' East,,7-Sep-58,Female,,Spirit
Rattus,fuscipes,J20159,Mt Spec,18° 57' South,146° 11' East,,10-Sep-58,Male,,Spirit
Rattus,fuscipes,J20263,Warwick,28° 13' South,152° 2' East,,6-Mar-70,Male,,"Skull, Skin"
Rattus,fuscipes,J20308,"Mt Colliery, Farm Ck",28° 16' South,152° 15' East,,1-Aug-70,Male,,"Skull, Skin"
Rattus,fuscipes,J20309,"Mt Colliery, Farm Ck",28° 16' South,152° 15' East,,1-Aug-70,Male,,"Skull, Skin"
Rattus,fuscipes,J20392,"Albany, 32.2km S",35° 20' South,117° 52' East,,22-Oct-70,Male,,"Skull, Skin"
Rattus,fuscipes,J20393,"Albany, 32.2km SE",35° 20' South,117° 52' East,,22-Oct-70,Female,,"Skull, Skin"
Rattus,fuscipes,J21270,"Mt Colliery, via Warwick",28° 16' South,152° 15' East,,25-Mar-70,Female,,"Skull, Skin"
Rattus,fuscipes,J21271,"Crystal Ck, Mt Spec",18° 56' South,146° 19' East,,Aug-70,Male,,"Skull, Skin"
Rattus,fuscipes,J21285,Lake Barrine,17° 15' South,145° 41' East,,Aug-70,Male,,"Skull, Skin"
Rattus,fuscipes,J21288,Tolga scrub,17° 13' South,145° 29' East,,Aug-70,Male,,"Skull, Skin"
Rattus,fuscipes,J21289,Tolga scrub,17° 13' South,145° 29' East,,Aug-70,Male,,"Skull, Skin"
Rattus,fuscipes,J21290,Emu Vale,28° 14' South,152° 15' East,,23-Jul-70,Female,,"Skull, Skin"
Rattus,fuscipes,J21293,Mareeba,17° South,145° 25' East,,Aug-70,Female,,"Skull, Skin"
Rattus,fuscipes,J21337,Ravensbourne,27° 22' South,152° 10' East,,4-Jul-71,Female,,Spirit
Rattus,fuscipes,J21338,Ravensbourne,27° 22' South,152° 10' East,,4-Jul-71,Female,,Spirit
Rattus,fuscipes,J21339,Ravensbourne,27° 22' South,152° 10' East,,4-Jul-71,Male,,Spirit
Rattus,fuscipes,J21343,"Farm Ck, Mt Colliery",28° 17' South,152° 9' East,,5-Jul-71,Female,,"Skull, Skin"
Rattus,fuscipes,J21344,"Farm Ck, Mt Colliery",28° 17' South,152° 9' East,,5-Jul-71,Female,,"Skull, Skin"
Rattus,fuscipes,J21361,,,,,,,,Spirit
Rattus,fuscipes,J21818,"Farm Ck, Mt Colliery",28° 17' South,152° 9' East,,,,,Spirit
Rattus,fuscipes,J21821,"Farm Ck, Mt Colliery",28° 17' South,152° 9' East,,5-Jul-71,,,Spirit
Rattus,fuscipes,J21822,"Farm Ck, Mt Colliery",28° 17' South,152° 9' East,,5-Jul-71,,,Spirit
Rattus,fuscipes,J21823,"Farm Ck, Mt Colliery",28° 17' South,152° 9' East,,5-Jul-71,Female,,Spirit
Rattus,fuscipes,J21827,"Farm Ck, Mt Colliery",28° 17' South,152° 9' East,,5-Jul-71,Male,,Spirit
Rattus,fuscipes,J21828,"Albany, 32.2km S",35° 20' South,117° 52' East,,Oct-70,Male,,Spirit
Rattus,fuscipes,J21833,"Farm Ck, Mt Colliery",28° 17' South,152° 9' East,,,,,Spirit
Rattus,fuscipes,J21834,"Farm Ck, Mt Colliery",28° 17' South,152° 9' East,,5-Jul-71,Female,,Spirit
Rattus,fuscipes,J21843,,,,,,Female,,Spirit
Rattus,fuscipes,J21865,"Atherton, cultivation nr Tolga Scrub",17° 13' South,145° 29' East,,2-Sep-70,Female,,Spirit
Rattus,fuscipes,J22084,"Farm Ck, Mt Colliery",28° 17' South,152° 9' East,,5-Jul-71,Female,,"Skull, Skin"
Rattus,fuscipes,J22090,"Albany, 32.2km S",35° 20' South,117° 52' East,,22-Oct-70,Male,,"Skull, Skin"
Rattus,fuscipes,J22100,"Farm Ck, Mt Colliery",28° 17' South,152° 9' East,,5-Jul-71,Female,,"Skull, Skin"
Rattus,fuscipes,J22207,Fraser Is,25° 28' South,153° 3' East,,Oct-71,Male,,"Skull, Skin"
Rattus,fuscipes,J22542,Mt Glorious,27° 20' South,152° 46' East,,5-Apr-72,Female,,Skin
Rattus,fuscipes,J22590,"Brisbane, Brookfield, Gold Ck Rd",27° 30' South,152° 55' East,,15-Apr-72,Male,,"Skull, Skin"
Rattus,fuscipes,J23003,Stanthorpe shire,28° 39' South,151° 56' East,,,,,Spirit
Rattus,fuscipes,J23004,Stanthorpe shire,28° 39' South,151° 56' East,,,,,Spirit
Rattus,fuscipes,J23721,"Brisbane, 463 Gold Creek Rd, Brookfield",27° 30' South,152° 55' East,,14-Apr-73,,,Spirit
Rattus,fuscipes,J23723,"Brisbane, 463 Gold Creek Rd, Brookfield",27° 30' South,152° 55' East,,,,,Spirit
Rattus,fuscipes,J23725,"Brisbane, 463 Gold Creek Rd, Brookfield",27° 30' South,152° 55' East,,30-Jul-73,,,Spirit
Rattus,fuscipes,J23731,"Brisbane, 463 Gold Creek Rd, Brookfield",27° 30' South,152° 55' East,,,,,Spirit
Rattus,fuscipes,JM227,"Carrai, Bat Cave, outer chamber",31° 1' South,152° 20' East,,11-Dec-69,Male,,Spirit
Rattus,fuscipes,JM228,Mt Glorious,27° 20' South,152° 46' East,,30-Jun-71,Male,,Spirit
Rattus,fuscipes,JM240,"Carrai Cave, BDC Chamber",31° 1' South,152° 20' East,,,Female,,Spirit
Rattus,fuscipes,JM248,Cunninghams Gap E,28° 3' South,152° 24' East,,10-Mar-73,,,Spirit
Rattus,fuscipes,JM251,Cunninghams Gap E,28° 3' South,152° 24' East,,10-Mar-73,,,Spirit
Rattus,fuscipes,JM252,Cunninghams Gap E,28° 3' South,152° 24' East,,10-Mar-73,Female,,Spirit
Rattus,fuscipes,JM380,,,,,27-Apr-72,Female,,Spirit
Rattus,fuscipes,JM384,,,,,27-Apr-72,Female,,Spirit
Rattus,fuscipes,JM396,Mt Spec,18° 57' South,146° 11' East,914m,23-May-73,Female,,Spirit
Rattus,fuscipes,JM397,Mt Spec,18° 57' South,146° 11' East,,3-May-73,,,Spirit
Rattus,fuscipes,JM398,Mt Spec,18° 57' South,146° 11' East,,3-May-73,,,Spirit
Rattus,fuscipes,JM600,Kirrama,18° 11' South,145° 44' East,560m,8-Jul-74,Female,,Spirit
Rattus,fuscipes,JM601,Kirrama,18° 11' South,145° 44' East,560m,9-Jul-74,Male,,Spirit
Rattus,fuscipes,JM602,Kirrama,18° 11' South,145° 44' East,560m,10-Jul-74,Male,,Spirit
Rattus,fuscipes,JM603,Kirrama,18° 11' South,145° 44' East,560m,9-Jul-74,Female,,Spirit
Rattus,fuscipes,JM604,Kirrama,18° 11' South,145° 44' East,560m,7-Jul-74,Female,,Spirit
Rattus,fuscipes,JM605,Kirrama,18° 11' South,145° 44' East,560m,9-Jul-74,Male,,Spirit
Rattus,fuscipes,JM606,Kirrama,18° 11' South,145° 44' East,560m,10-Jul-74,Female,,Spirit
Rattus,fuscipes,JM607,Kirrama,18° 11' South,145° 44' East,560m,9-Jul-74,Male,,Spirit
Rattus,fuscipes,JM608,Kirrama,18° 11' South,145° 44' East,560m,9-Jul-74,Female,,Spirit
Rattus,fuscipes,JM609,Kirrama,18° 11' South,145° 44' East,560m,8-Jul-74,Female,,Spirit
Rattus,fuscipes,JM610,Kirrama,18° 11' South,145° 44' East,560m,9-Jul-74,Male,,Spirit
Rattus,fuscipes,JM611,Kirrama,18° 11' South,145° 44' East,560m,10-Jul-74,Male,,Spirit
Rattus,fuscipes,JM612,Kirrama Forestry Barracks area,18° 12' South,145° 45' East,600m,9-Jul-74,,,Spirit
Rattus,fuscipes,JM613,Kirrama Forestry Barracks area,18° 12' South,145° 45' East,600m,7-Jul-74,,,Spirit
Rattus,fuscipes,JM614,Kirrama Forestry Barracks area,18° 12' South,145° 45' East,600m,9-Jul-74,,,Spirit
Rattus,fuscipes,JM615,Kirrama Forestry Barracks area,18° 12' South,145° 45' East,600m,10-Jul-74,,,Spirit
Rattus,fuscipes,JM616,Kirrama Forestry Barracks area,18° 12' South,145° 45' East,600m,7-Jul-74,,,Spirit
Rattus,fuscipes,JM617,Kirrama Forestry Barracks area,18° 12' South,145° 45' East,600m,9-Jul-74,,,Spirit
Rattus,fuscipes,JM618,Kirrama Forestry Barracks area,18° 12' South,145° 45' East,600m,10-Jul-74,,,Spirit
Rattus,fuscipes,JM619,Kirrama Forestry Barracks area,18° 12' South,145° 45' East,600m,9-Jul-74,,,Spirit
Rattus,fuscipes,JM620,Kirrama Forestry Barracks area,18° 12' South,145° 45' East,600m,10-Jul-74,,,Spirit
Rattus,fuscipes,JM621,Kirrama Forestry Barracks area,18° 12' South,145° 45' East,600m,10-Jul-74,,,Spirit
Rattus,fuscipes,JM676,"Monsildale NF, SF no.343?",26° 42' South,152° 24' East,475m,7-Nov-73,,,Spirit
Rattus,fuscipes,JM776,"Brisbane, Brookfield, Gold Ck Rd",27° 30' South,152° 55' East,,11-Dec-72,,,Skull
Rattus,fuscipes,JM778,"Mt Kalorama, Danbulla",17° 10' South,145° 38' East,,,,,Skull
Rattus,fuscipes,JM779,"Mt Kalorama, Danbulla",17° 10' South,145° 38' East,,,,,Skull
Rattus,fuscipes,JM780,"Mt Kalorama, Danbulla",17° 10' South,145° 38' East,,,,,Skull
Rattus,fuscipes,JM781,"Mt Kalorama, Danbulla",17° 10' South,145° 38' East,,,,,Skull
Rattus,fuscipes,JM782,"Mt Kalorama, Danbulla",17° 10' South,145° 38' East,,,,,Skull
Rattus,fuscipes,JM783,"Mt Kalorama, Danbulla",17° 10' South,145° 38' East,,,,,Skull
Rattus,fuscipes,JM784,"Brisbane, Brookfield, Gold Ck Rd",27° 30' South,152° 55' East,,11-Dec-72,,,Skull
Rattus,fuscipes,JM787,"Mt Glorious, c.3km S Camp Constable",27° 20' South,152° 46' East,,10-Apr-73,,,Skull
Rattus,fuscipes,JM788,"Brisbane, Brookfield, Gold Ck Rd",27° 30' South,152° 55' East,,,,,Skull
Rattus,fuscipes,JM846,Mt Glorious,27° 20' South,152° 46' East,,,Female,,Spirit
Rattus,fuscipes,JM852,"Lake Barrine, 3.2km E",17° 11' South,145° 39' East,,28-Nov-74,Female,,Spirit
Rattus,fuscipes,JM885,"Mt Stanley SF, Kingaroy",26° 41' South,152° 12' East,,16-Jan-75,Female,,Spirit
Rattus,fuscipes,JM900,Russell River Landing,17° 21' South,145° 56' East,,15-Nov-74,Female,,Spirit
Rattus,fuscipes,JM1030,Finnigans Peak,15° 49' South,145° 17' East,1148m,22-Nov-74,Male,,Skull
Rattus,fuscipes,JM1155,Bulburin,24° 31' South,151° 29' East,,23-Mar-75,Male,,Spirit
Rattus,fuscipes,JM1240,Conondale Ra,26° 50' South,152° 41' East,,28-Jun-75,Male,,Spirit
Rattus,fuscipes,JM1284,Iron Ra,12° 46' South,143° 16' East,,28-Oct-74,Male,,Spirit
Rattus,fuscipes,JM1286,"Kenilworth SF, Woodrow la.8",26° 36' South,152° 44' East,,15-Oct-74,Male,,Spirit
Rattus,fuscipes,JM1287,"Kenilworth SF, Woodrow la.8",26° 36' South,152° 44' East,,15-Oct-74,Male,,Spirit
Rattus,fuscipes,JM1342,Tooloom,28° 37' South,152° 25' East,,16-Apr-76,Male,,Spirit
Rattus,fuscipes,JM1343,Ravenshoe,17° 36' South,145° 29' East,,18-Apr-76,Female,,Spirit
Rattus,fuscipes,JM1344,Ravenshoe,17° 36' South,145° 29' East,,18-Apr-76,Female,,Spirit
Rattus,fuscipes,JM1403,Somerset View,26° 57' South,152° 43' East,,26-Nov-75,Male,,Spirit
Rattus,fuscipes,JM1405,Kenilworth SF,26° 36' South,152° 40' East,,18-Oct-74,Female,,"Spirit, Skull"
Rattus,fuscipes,JM1406,Gallangowan SF,26° 26' South,152° 20' East,,Oct-74,,,Spirit
Rattus,fuscipes,JM1407,Gallangowan SF,26° 26' South,152° 20' East,,Oct-76,,,Spirit
Rattus,fuscipes,JM1408,Gallangowan SF,26° 26' South,152° 20' East,,Oct-74,,,Spirit
Rattus,fuscipes,JM1409,Kenilworth SF,26° 36' South,152° 40' East,,17-Oct-74,,,Spirit
Rattus,fuscipes,JM1410,Lamington NP,28° 12' South,153° 5' East,,23-Aug-75,,,Spirit
Rattus,fuscipes,JM1411,Kenilworth SF,26° 36' South,152° 40' East,,17-Oct-74,,,Spirit
Rattus,fuscipes,JM1412,Gallangowan SF,26° 26' South,152° 20' East,,Oct-74,,,Spirit
Rattus,fuscipes,JM1424,"Tweed Lookout, Wiangaree SF",28° 23' South,153° 6' East,,27 Dec 1974-23 Mar 1975,Female,,Spirit
Rattus,fuscipes,JM1426,"Bulburin SF, top of range",24° 31' South,151° 29' East,,30 Dec 1974-03 May 1975,Male,,Spirit
Rattus,fuscipes,JM1427,"Freshwater Rd, Cooloola",26° 5' South,153° 7' East,,26 Dec 1974-28 Mar 1975,Male,,Spirit
Rattus,fuscipes,JM1428,Ravensbourne NP,27° 22' South,152° 10' East,,17 Aug 1975-24 Oct 1975,Male,,Spirit
Rattus,fuscipes,JM1429,"Booloumba Ck, Conondale Range",26° 39' South,152° 39' East,,19 Apr 1975-23 Aug 1975,Female,,Spirit
Rattus,fuscipes,JM1513,Elginvale SF,26° 27' South,152° 12' East,,24-Oct-74,,,"Skull, Skin"
Rattus,fuscipes,JM1520,"Teviot Brook, nr Killarney",27° 51' South,152° 57' East,,26-Sep-73,,,Skull
Rattus,fuscipes,JM1521,"Heifer Ck(?), nr Killarney",27° 47' South,152° 6' East,,10-Oct-73,,,Skull
Rattus,fuscipes,JM1522,"Teviot Brook, Head Rd, nr Killarney",27° 51' South,152° 57' East,,7-Sep-73,,,Skull
Rattus,fuscipes,JM1523,Bellthorpe West,26° 51' South,152° 43' East,,26-Sep-73,,,Skull
Rattus,fuscipes,JM1524,"Teviot Brook, nr Killarney",27° 51' South,152° 57' East,,Sep 1973-Dec 1973,,,Skull
Rattus,fuscipes,JM1525,"Teviot Brook, nr Killarney",27° 51' South,152° 57' East,,Sep 1973-Dec 1973,,,Skull
Rattus,fuscipes,JM1526,"Teviot Brook, Head Rd, nr Killarney",27° 51' South,152° 57' East,,6-Sep-73,,,Skull
Rattus,fuscipes,JM1527,"Teviot Brook, nr Killarney",27° 51' South,152° 57' East,,26-Sep-73,,,Skull
Rattus,fuscipes,JM1528,"Teviot Ck, nr Killarney",27° 51' South,152° 57' East,,Sep 1973-Dec 1973,,,Skull
Rattus,fuscipes,JM1529,"Heifer Ck(?), nr Killarney",27° 47' South,152° 6' East,,Sep 1973-Dec 1973,,,Skull
Rattus,fuscipes,JM1530,"Teviot Brook, nr Killarney",27° 51' South,152° 57' East,,Sep 1973-Dec 1973,,,"Spirit, Skull"
Rattus,fuscipes,JM1531,"Teviot Brook, nr Killarney",27° 51' South,152° 57' East,,Sep 1973-Dec 1973,,,Skull
Rattus,fuscipes,JM1532,"Teviot Brook, nr Killarney",27° 51' South,152° 57' East,,01 Sep 1973-31 Dec 1973,Female,,"Skull, Skin"
Rattus,fuscipes,JM1533,"Teviot Brook, nr Killarney",27° 51' South,152° 57' East,,Sep 1973-Dec 1973,,,Skull
Rattus,fuscipes,JM1534,"Teviot Brook, nr Killarney",27° 51' South,152° 57' East,,Sep 1973-Dec 1973,Male,,"Spirit, Skull"
Rattus,fuscipes,JM1535,"Teviot Brook, nr Killarney",27° 51' South,152° 57' East,,Sep 1973-Dec 1973,,,Skull
Rattus,fuscipes,JM1536,"Teviot Brook, nr Killarney",27° 51' South,152° 57' East,,Sep 1973-Dec 1973,,,Skull
Rattus,fuscipes,JM1537,"Teviot Brook, nr Killarney",27° 51' South,152° 57' East,,Sep 1973-Dec 1973,,,"Spirit, Skull"
Rattus,fuscipes,JM1538,"Teviot Ck, nr Killarney",27° 51' South,152° 57' East,,Sep 1973-Dec 1973,,,Skull
Rattus,fuscipes,JM1539,"Teviot Brook, nr Killarney",27° 51' South,152° 57' East,,Sep 1973-Dec 1973,Male,,"Spirit, Skull"
Rattus,fuscipes,JM1540,"Teviot Brook, nr Killarney",27° 51' South,152° 57' East,,01 Sep 1973-31 Dec 1973,Male,,"Skull, Skin"
Rattus,fuscipes,JM1541,"Teviot Brook, nr Killarney",27° 51' South,152° 57' East,,01 Sep 1973-31 Dec 1973,Female,,"Skull, Skin"
Rattus,fuscipes,JM1542,"Teviot Brook, nr Killarney",27° 51' South,152° 57' East,,01 Sep 1973-31 Dec 1973,Male,,"Skull, Skin"
Rattus,fuscipes,JM1543,"Teviot Brook, nr Killarney",27° 51' South,152° 57' East,,01 Sep 1973-31 Dec 1973,Male,,"Skull, Skin"
Rattus,fuscipes,JM1544,"Teviot Brook, nr Killarney",27° 51' South,152° 57' East,,Sep 1973-Dec 1973,Male,,"Spirit, Skull"
Rattus,fuscipes,JM1545,"Teviot Brook, nr Killarney",27° 51' South,152° 57' East,,Sep 1973-Dec 1973,Male,,"Spirit, Skull"
Rattus,fuscipes,JM1546,"Teviot Brook, nr Killarney",27° 51' South,152° 57' East,,26-Sep-73,,,Skull
Rattus,fuscipes,JM1547,"Teviot Brook, nr Killarney",27° 51' South,152° 57' East,,26-Sep-73,,,Skull
Rattus,fuscipes,JM1548,"Teviot Brook, nr Killarney",27° 51' South,152° 57' East,,26-Sep-73,,,Skull
Rattus,fuscipes,JM1549,"Teviot Brook, nr Killarney",27° 51' South,152° 57' East,,27-Sep-73,,,Skull
Rattus,fuscipes,JM1550,"Teviot Brook, nr Killarney",27° 51' South,152° 57' East,,26-Sep-73,,,Skull
Rattus,fuscipes,JM1551,"Teviot Brook, Head Rd, nr Killarney",27° 51' South,152° 57' East,,4-Sep-73,,,Skull
Rattus,fuscipes,JM1552,"Teviot Brook, Head Rd, nr Killarney",27° 51' South,152° 57' East,,5-Sep-73,,,Skull
Rattus,fuscipes,JM1553,"Teviot Brook, Head Rd, nr Killarney",27° 51' South,152° 57' East,,6-Sep-73,,,Skull
Rattus,fuscipes,JM1554,Bellthorpe West,26° 43' South,152° 32' East,,26-Sep-73,,,Skull
Rattus,fuscipes,JM1555,Bellthorpe West,26° 51' South,152° 43' East,,26-Sep-73,,,Skull
Rattus,fuscipes,JM1556,"Teviot Brook, nr Killarney",27° 51' South,152° 57' East,,Sep 1973-Dec 1973,,,Skull
Rattus,fuscipes,JM1575,"Teviot Brook, nr Killarney",27° 51' South,152° 57' East,,26-Sep-73,,,Skull
Rattus,fuscipes,JM1622,Kondalilla NP,26° 40' South,152° 52' East,,28-May-75,Male,,Spirit
Rattus,fuscipes,JM1623,Sunday Ck,26° 44' South,152° 30' East,,18-Nov-73,Female,,Spirit
Rattus,fuscipes,JM1632,Ravensbourne NP,27° 22' South,152° 10' East,,30-May-75,Female,,Spirit
Rattus,fuscipes,JM1633,Kondalilla NP,26° 40' South,152° 52' East,,28-May-75,Female,,Spirit
Rattus,fuscipes,JM1635,Kondalilla NP,"26° 40' 30"" South","152° 52' 30"" East",,28-Aug-74,Female,,Spirit
Rattus,fuscipes,JM1641,Mt Glorious,27° 20' South,152° 46' East,,10-Apr-73,,,Spirit
Rattus,fuscipes,JM1647,Woodgate,25° 10' South,152° 37' East,,27-May-72,Male,,Spirit
Rattus,fuscipes,JM1752,"Paluma Dam, forestry track to dam",18° 58' South,146° 9' East,780m,30-Jun-76,Male,,Spirit
Rattus,fuscipes,JM1753,"Paluma Dam, forestry track to dam",18° 58' South,146° 9' East,780m,3-Jul-76,Male,,Spirit
Rattus,fuscipes,JM1754,"Paluma Dam, forestry track to dam",18° 58' South,146° 9' East,780m,3-Jul-76,Male,,Spirit
Rattus,fuscipes,JM1755,"Paluma Dam, forestry track to dam",18° 58' South,146° 9' East,780m,3-Jul-76,Female,,Spirit
Rattus,fuscipes,JM1756,"Paluma Dam, forestry track to dam",18° 58' South,146° 9' East,780m,3-Jul-76,Female,,Spirit
Rattus,fuscipes,JM1764,"Coldwater, 24km W Ingham, prop. of A. Mackee",18° 36' South,146° 3' East,50m,7-Jul-76,Male,,Spirit
Rattus,fuscipes,JM1765,"Coldwater, 24km W Ingham, prop. of A. Mackee",18° 36' South,146° 3' East,50m,7-Jul-76,Male,,Spirit
Rattus,fuscipes,JM1772,Kuranda Ra SF,16° 45' South,145° 37' East,450m,31-Jul-76,Male,,Spirit
Rattus,fuscipes,JM1773,Kuranda Ra SF,16° 45' South,145° 37' East,450m,31-Jul-76,Male,,Spirit
Rattus,fuscipes,JM1774,Kuranda Ra SF,16° 45' South,145° 37' East,450m,31-Jul-76,Male,,Spirit
Rattus,fuscipes,JM1775,Kuranda Ra SF,16° 45' South,145° 37' East,450m,31-Jul-76,Female,,Spirit
Rattus,fuscipes,JM1776,Kuranda Ra SF,16° 45' South,145° 37' East,450m,31-Jul-76,Female,,Spirit
Rattus,fuscipes,JM1777,Kuranda Ra SF,16° 45' South,145° 37' East,450m,31-Jul-76,Female,,Spirit
Rattus,fuscipes,JM1778,Kuranda Ra SF,16° 45' South,145° 37' East,450m,31-Jul-76,Female,,Spirit
Rattus,fuscipes,JM1779,Kuranda Ra SF,16° 45' South,145° 37' East,450m,31-Jul-76,Female,,Spirit
Rattus,fuscipes,JM1780,Kuranda Ra SF,16° 45' South,145° 37' East,450m,31-Jul-76,Female,,Spirit
Rattus,fuscipes,JM1781,Kuranda Ra SF,16° 45' South,145° 37' East,450m,31-Jul-76,Male,,Spirit
Rattus,fuscipes,JM1782,Kuranda Ra SF,16° 45' South,145° 37' East,450m,31-Jul-76,Female,,Spirit
Rattus,fuscipes,JM1783,Kuranda Ra SF,16° 45' South,145° 37' East,450m,31-Jul-76,Male,,Spirit
Rattus,fuscipes,JM1809,"Ravenshoe, 20km S, Ebony Rd",17° 44' South,145° 32' East,850m,16-Jul-76,Female,,Spirit
Rattus,fuscipes,JM1810,"Ravenshoe, 20km S, Ebony Rd",17° 44' South,145° 32' East,850m,16-Jul-76,Male,,Spirit
Rattus,fuscipes,JM1811,"Ravenshoe, 20km S, Ebony Rd",17° 44' South,145° 32' East,850m,16-Jul-76,Male,,Spirit
Rattus,fuscipes,JM1812,"Ravenshoe, 20km S, Ebony Rd",17° 44' South,145° 32' East,850m,16-Jul-76,Male,,Spirit
Rattus,fuscipes,JM1816,Kuranda Ra SF,16° 45' South,145° 37' East,450m,31-Jul-76,Male,,Spirit
Rattus,fuscipes,JM1826,"Ravenshoe, 20km S, Ebony Rd",17° 44' South,145° 32' East,850m,18-Jul-76,Female,,Spirit
Rattus,fuscipes,JM1827,"Ravenshoe, 20km S, Ebony Rd",17° 44' South,145° 32' East,850m,18-Jul-76,Female,,Spirit
Rattus,fuscipes,JM1828,"Ravenshoe, 20km S, Ebony Rd",17° 44' South,145° 32' East,850m,18-Jul-76,Male,,Spirit
Rattus,fuscipes,JM1829,"Ravenshoe, 20km S, Ebony Rd",17° 44' South,145° 32' East,850m,18-Jul-76,Female,,Spirit
Rattus,fuscipes,JM1830,"Ravenshoe, 20km S, Ebony Rd",17° 44' South,145° 32' East,850m,18-Jul-76,Female,,Spirit
Rattus,fuscipes,JM1831,"Ravenshoe, 20km S, Ebony Rd",17° 44' South,145° 32' East,850m,18-Jul-76,Female,,Spirit
Rattus,fuscipes,JM1832,"Ravenshoe, 20km S, Ebony Rd",17° 44' South,145° 32' East,850m,18-Jul-76,Male,,Spirit
Rattus,fuscipes,JM1833,"Ravenshoe, 20km S, Ebony Rd",17° 44' South,145° 32' East,850m,18-Jul-76,Female,,Spirit
Rattus,fuscipes,JM2100,Russell R,17° 22' South,145° 58' East,,15-Nov-74,Male,,"Spirit, Skull"
